,Country,Date,Number
153,Switzerland,2020-02-29,2.100350058343057
154,United Kingdom,2020-02-29,0.34508627156789196
155,Netherlands,2020-03-01,0.5787037037037037
156,Poland,2020-03-01,0.0
157,Sweden,2020-03-01,1.3685239491691104
158,Switzerland,2020-03-01,3.150525087514586
159,United Kingdom,2020-03-01,0.5401350337584395
160,Netherlands,2020-03-02,1.0416666666666665
161,Poland,2020-03-02,0.0
162,Sweden,2020-03-02,1.466275659824047
163,Switzerland,2020-03-02,4.900816802800467
164,United Kingdom,2020-03-02,0.6001500375093773
165,Netherlands,2020-03-03,1.3888888888888888
166,Poland,2020-03-03,0.0
167,Sweden,2020-03-03,2.0527859237536656
168,Switzerland,2020-03-03,6.534422403733956
169,United Kingdom,2020-03-03,0.765191297824456
170,Netherlands,2020-03-04,2.199074074074074
171,Poland,2020-03-04,0.02633658151171978
172,Sweden,2020-03-04,3.421309872922776
173,Switzerland,2020-03-04,10.501750291715286
174,United Kingdom,2020-03-04,1.2753188297074267
175,Netherlands,2020-03-05,4.74537037037037
176,Poland,2020-03-05,0.02633658151171978
177,Sweden,2020-03-05,9.188660801564026
178,Switzerland,2020-03-05,13.302217036172696
179,United Kingdom,2020-03-05,1.7254313578394598
180,Netherlands,2020-03-06,7.4074074074074066
181,Poland,2020-03-06,0.1316829075585989
182,Sweden,2020-03-06,9.872922776148583
183,Switzerland,2020-03-06,24.970828471411902
184,United Kingdom,2020-03-06,2.4456114028507123
185,Netherlands,2020-03-07,10.87962962962963
186,Poland,2020-03-07,0.1316829075585989
187,Sweden,2020-03-07,15.738025415444769
188,Switzerland,2020-03-07,31.271878646441074
189,United Kingdom,2020-03-07,3.090772693173293
190,Netherlands,2020-03-08,15.335648148148147
191,Poland,2020-03-08,0.28970239662891756
192,Sweden,2020-03-08,19.843597262952102
193,Switzerland,2020-03-08,39.323220536756125
194,United Kingdom,2020-03-08,4.0960240060015
195,Netherlands,2020-03-09,18.57638888888889
196,Poland,2020-03-09,0.42138530418751646
197,Sweden,2020-03-09,24.242424242424242
198,Switzerland,2020-03-09,43.64060676779463
199,United Kingdom,2020-03-09,4.816204051012753
200,Netherlands,2020-03-10,22.10648148148148
201,Poland,2020-03-10,0.5794047932578351
202,Sweden,2020-03-10,34.701857282502445
203,Switzerland,2020-03-10,57.2928821470245
204,United Kingdom,2020-03-10,5.7314328582145535
205,Netherlands,2020-03-11,29.108796296296294
206,Poland,2020-03-11,0.8164340268633131
207,Sweden,2020-03-11,48.87585532746823
208,Switzerland,2020-03-11,76.07934655775962
209,United Kingdom,2020-03-11,6.841710427606901
210,Netherlands,2020-03-12,29.108796296296294
211,Poland,2020-03-12,1.2904924940742692
212,Sweden,2020-03-12,58.553274682306935
213,Switzerland,2020-03-12,76.07934655775962
214,United Kingdom,2020-03-12,6.841710427606901
215,Netherlands,2020-03-13,46.52777777777777
216,Poland,2020-03-13,1.790887542796945
217,Sweden,2020-03-13,79.56989247311827
218,Switzerland,2020-03-13,132.90548424737455
219,United Kingdom,2020-03-13,11.972993248312077
220,Netherlands,2020-03-14,55.49768518518518
221,Poland,2020-03-14,2.7126678957071375
222,Sweden,2020-03-14,93.93939393939394
223,Switzerland,2020-03-14,158.5764294049008
224,United Kingdom,2020-03-14,17.104276069017253
225,Netherlands,2020-03-15,65.68287037037037
226,Poland,2020-03-15,3.134053199894654
227,Sweden,2020-03-15,99.90224828934505
228,Switzerland,2020-03-15,256.70945157526256
229,United Kingdom,2020-03-15,17.104276069017253
230,Netherlands,2020-03-16,81.77083333333333
231,Poland,2020-03-16,4.661574927574401
232,Sweden,2020-03-16,107.82013685239491
233,Switzerland,2020-03-16,256.70945157526256
234,United Kingdom,2020-03-16,23.15078769692423
235,Netherlands,2020-03-17,98.66898148148148
236,Poland,2020-03-17,6.268106399789308
237,Sweden,2020-03-17,116.32453567937438
238,Switzerland,2020-03-17,315.05250875145856
239,United Kingdom,2020-03-17,29.257314328582144
240,Netherlands,2020-03-18,118.69212962962962
241,Poland,2020-03-18,6.610481959441665
242,Sweden,2020-03-18,125.02443792766373
243,Switzerland,2020-03-18,353.32555425904314
244,United Kingdom,2020-03-18,39.39984996249062
245,Netherlands,2020-03-19,142.36111111111111
246,Poland,2020-03-19,9.349486436660522
247,Sweden,2020-03-19,140.66471163245356
248,Switzerland,2020-03-19,475.49591598599767
249,United Kingdom,2020-03-19,40.34508627156789
250,Netherlands,2020-03-20,173.26388888888889
251,Poland,2020-03-20,11.193047142480907
252,Sweden,2020-03-20,160.21505376344086
253,Switzerland,2020-03-20,617.7362893815636
254,United Kingdom,2020-03-20,59.759939984996244
255,Netherlands,2020-03-21,210.1273148148148
256,Poland,2020-03-21,14.116407690281802
257,Sweden,2020-03-21,172.336265884653
258,Switzerland,2020-03-21,767.2112018669778
259,United Kingdom,2020-03-21,75.28882220555138
260,Netherlands,2020-03-22,243.287037037037
261,Poland,2020-03-22,16.69739267843034
262,Sweden,2020-03-22,189.0518084066471
263,Switzerland,2020-03-22,872.1120186697783
264,United Kingdom,2020-03-22,85.26631657914479
265,Netherlands,2020-03-23,274.82638888888886
266,Poland,2020-03-23,19.726099552278114
267,Sweden,2020-03-23,200.0
268,Switzerland,2020-03-23,1026.254375729288
269,United Kingdom,2020-03-23,99.77494373593397
270,Netherlands,2020-03-24,321.75925925925924
271,Poland,2020-03-24,23.72925994205952
272,Sweden,2020-03-24,223.46041055718473
273,Switzerland,2020-03-24,1152.5087514585764
274,United Kingdom,2020-03-24,121.18529632408101
275,Netherlands,2020-03-25,371.0648148148148
276,Poland,2020-03-25,27.67974716881749
277,Sweden,2020-03-25,246.9208211143695
278,Switzerland,2020-03-25,1271.5285880980164
279,United Kingdom,2020-03-25,142.9707426856714
280,Netherlands,2020-03-26,430.0347222222222
281,Poland,2020-03-26,32.15696602580985
282,Sweden,2020-03-26,277.61485826001956
283,Switzerland,2020-03-26,1378.1796966161025
284,United Kingdom,2020-03-26,174.913728432108
285,Netherlands,2020-03-27,497.85879629629625
286,Poland,2020-03-27,36.581511719778774
287,Sweden,2020-03-27,300.0
288,Switzerland,2020-03-27,1508.5180863477246
289,United Kingdom,2020-03-27,218.19954988747185
290,Netherlands,2020-03-28,564.9305555555555
291,Poland,2020-03-28,43.139320516196996
292,Sweden,2020-03-28,336.95014662756597
293,Switzerland,2020-03-28,1642.4737456242706
294,United Kingdom,2020-03-28,256.3990997749437
295,Netherlands,2020-03-29,628.8194444444445
296,Poland,2020-03-29,49.03871477482223
297,Sweden,2020-03-29,361.6813294232649
298,Switzerland,2020-03-29,1730.3383897316219
299,United Kingdom,2020-03-29,292.9032258064516
300,Netherlands,2020-03-30,679.9768518518518
301,Poland,2020-03-30,54.12167500658415
302,Sweden,2020-03-30,393.7438905180841
303,Switzerland,2020-03-30,1857.8763127187865
304,United Kingdom,2020-03-30,332.1980495123781
305,Netherlands,2020-03-31,728.8773148148148
306,Poland,2020-03-31,60.86383987358441
307,Sweden,2020-03-31,433.5288367546432
308,Switzerland,2020-03-31,1937.5729288214702
309,United Kingdom,2020-03-31,377.344336084021
310,Netherlands,2020-04-01,787.8472222222222
311,Poland,2020-04-01,67.26362918093231
312,Sweden,2020-04-01,483.57771260997066
